,query,comment_id,comment,room_type,fuzzy_room_type
681,关于前台服务和整体满意度的评论,693,非常满意的一次度假体验，超出预期。特别要表扬前台的cecilia小姐姐，悉心安排好我们的住宿，不厌其烦，入住后我们有一间房需要更换为双床，又要加床，她都帮我们一一解决，我们也按照酒店规矩付了需要增加的费用，但整个过程令我们感到非常满意。我们和朋友两家人就在广州市附近的城市居住，我们安排入住当天上午到南越王墓参观，然后入住花园酒店，下午闲逛酒店，还参观了花园酒店博物馆，晚上就在酒店内吃饭+蒲吧，开心快乐地在酒店欢度美好时光！！第二天我们还去了楼顶的旋转餐厅吃早餐，心满意足地离开这里！！我们决定以后再来一次花园酒店，要多住一两天！！,红棉大床套房,套房
682,关于安静程度和卫生状况的评论,694,安静，卫生好，床品舒适,花园大床房,大床房
683,关于前台服务和卫生状况的评论,695,"房间整洁，酒店接待和前台Liren和小鱼服务态度很好，很亲切～
花园真的是很美 大堂也很干净大气",花园双床房,双床房
684,关于整体满意度和景观/朝向的评论,696,一家有历史有故事的酒店，景色优美，服务五星，非常适合带小朋友，值得入住,花园双床房,双床房
685,关于前台服务和客房服务的评论,697,感谢这次酒店为我们免费升房，礼宾部的员工很热情，主动搬行李，客房清洁也很到位，酒店的位置很好，洗澡的喷头水压有些小，另外不建议在酒店用早餐，性价比不高,花园大床房,大床房
686,关于前台服务和交通便利性的评论,698,来这边很多次，零零帮忙入住。很不错，花园大使小何的服务也很好，位置在市中心很方便,红棉大床套房,套房
687,关于前台服务和交通便利性的评论,699,服务非常好，房间问题即时反应处理。地理位置优越，地铁就在酒店门口，一楼也有便民的小商店，有机会还会再来。,花园双床房,双床房
688,关于交通便利性和餐饮设施的评论,700,喜欢的酒店，老牌风，有厚度。方便出行，出门右转即地铁站，去哪儿都很方便的。酒店的餐厅好吃，服务也相当到位的。,花园大床房,大床房
689,关于前台服务和整体满意度的评论,701,这次广州行，爸爸极力推荐住花园酒店，真的超级满意。办理入住是一个外国小哥，特别的热情，还送了鲜花，中文也说的非常好！儿子最近热衷看老王的视频，一个劲的说小哥好像老王。酒店荣誉满满，有自己的博物馆可以预约参观。下次到广州来还会选择！,花园双床房,双床房
690,关于房间设施和整体满意度的评论,702,总体可以，设施比较老一些,花园大床房,大床房
691,关于整体满意度和房间设施的评论,703,"真的是很用心在服务的酒店，装修很美，设施很棒。
房间很舒服，宽敞干净",花园大床房,大床房
692,关于前台服务和整体满意度的评论,704,经常来广州花园酒店接待合作伙伴，每次来都感觉很舒心，一进门有礼宾帮忙开门，并且主动和我打招呼，入住认识了 前厅部副经理 Lavinia吴灵伶，很热情地给我办入住，让我感受到温暖和体贴的服务，非常满意，五星好评,花园大床房,大床房
693,关于整体满意度和交通便利性的评论,705,非常满意的一次住宿体验，酒店设施好，服务热情周到，免费升级客房并升级至30楼旋转餐厅享用早餐，非常感谢！酒店就在地铁淘金站旁边，出行非常方便，距机场也只有二三十分钟车程。总之，本次广州之行让我爱上了广州。,花园双床房,双床房
694,关于整体满意度和房间设施的评论,706,酒店环境优美，房间整洁，已多次入住，这次还免费升级房间??,花园大床房,大床房
695,关于整体满意度和前台服务的评论,707,花园酒店是我住过的最好的酒店之一，酒店内部环境非常养眼，服务也非常棒，非常满意！,花园双床房,双床房
696,关于前台服务和整体满意度的评论,708,服务很好，每个人都很热情，免费升级了一个套房，很安静很舒服，欢迎甜品很可爱，其实本来冲着美食酒店入住的，对餐食有点小小的失望，不过下次来广州还会选择花园酒店。,城央绿意大床房,大床房
697,关于整体满意度和体验的评论,709,很不错，老牌五星级酒店标杆,花园双床房,双床房
698,关于卫生状况和前台服务的评论,710,卫生干净   服务到位  还有博物馆参观。了解中外酒店史??,花园大床房,大床房
699,关于前台服务和整体满意度的评论,711,谢谢花园酒店的接待，从一下车开始就收到了无微不至的关怀。前台的邓先生给我们安排了一间套房，还附赠了行政酒廊入场券和早餐券；房间宽敞明亮整洁，硬件设施也无可挑剔；在暴雨天气下，酒店的娱乐设施（后花园博物馆什么的应有尽有）和餐饮也足够满足需求。凌璇阁的餐饮环境服务也让人印象深刻，特别是有一位印度裔的服务员Carrie很贴心，中文也特别好。Thank you Carrie！岭南集团的酒店水准一直都让人很满意！,花园大床房,大床房
700,关于前台服务和餐饮设施的评论,712,酒店环境一流，很多景观值得亲子打卡，参加活动也有小礼物赠送；前台服务到位，ann和cassie直接帮忙升级为红棉房并加赠早餐以及酒廊待遇一人份；餐饮方面有多个餐厅可供选择，美食多样、服务勤快。总之，在携程活动加持下酒店体验超预期，大赞！,花园双床房,双床房
701,关于整体满意度和餐饮设施的评论,713,广州花园酒店，让我们非常惊艳！大堂依然大气、豪华，中西餐都让人极其享受。虽然是老牌五星酒店，各类设施维护保养极好，服务更是保持了五星水准！强烈推荐！,城央绿意大床房,大床房
702,关于交通便利性和前台服务的评论,714,"到广州一如既往选择花园酒店入住，地铁和打车出行都很方便。前台帮忙升级了套房～宽敞很多住起来很舒服，设施一点点旧但齐全整洁。客务中心小杨也有主动了解体验反馈。
花园酒店真的经典，比起普通酒店好玩，岭南文化满满，这次有时间参观了四楼博物馆。瀑布餐厅早餐时间开到11点，不用早起赶时间??餐厅view很好！24h的健身房也很贴心！下次来有机会再试试桃园馆餐厅！",城央绿意大床房,大床房
703,关于餐饮设施和整体满意度的评论,715,老牌酒店，情怀满满，还有多家超棒的餐厅，很值得一住。,红棉大床套房,套房
704,关于前台服务和交通便利性的评论,716,一走进大堂被震撼到了，金碧辉煌。酒店各环节的服务都很好，特别是我们的车刚停，门童立马过来开门、提箱，引导到前台办理入住。客房干净整洁，就是隔音不是很好，酒店位置交通便利，出行方便。,花园双床房,双床房
705,关于整体满意度和卫生状况的评论,717,不愧是白金五星，房间干净整洁，维护得很好。服务一流，大堂穿bulinhbuling衣服小姐姐太给力了。环境特别好，早餐丰富，地理位置也方便,花园双床房,双床房
706,关于客房服务和安静程度的评论,718,房间安静舒适，整洁卫生，客务部小刘服务热情周到，客房服务员小王、Tina细心服务??????,红棉大床套房,套房
707,关于整体满意度和前台服务的评论,719,房间舒适，环境很好，大堂小姐姐非常热情周到。交通便利，位置好。,花园大床房,大床房
708,关于整体满意度和前台服务的评论,720,"这里非常舒适，环境也很漂亮。
服务很周到。Viria很体贴",花园双床房,双床房
709,关于整体满意度和餐饮设施的评论,721,终于有机会体验了一把心心念念的酒店，推门瞬间就有了度假的感觉。各方面服务都很贴心，酒店套餐还可以再多一点～,羊羊得意主题大床房,主题房
710,关于整体满意度和前台服务的评论,722,酒店花园很美，服务也很赞，真是一次美好的旅行,花园双床房,双床房
711,关于餐饮设施和整体满意度的评论,723,"广州花园酒店的花园酒廊堪称城市中的一方静谧绿洲，无论是环境、服务还是餐品都令人印象深刻。步入酒廊的瞬间，便被其优雅的设计所吸引——挑高的玻璃穹顶将自然光线温柔洒落，绿植环绕的空间与典雅的欧式家具相映成趣，仿佛置身都市花园。落地窗外是郁郁葱葱的庭院景观，尤其在午后阳光斜照时，光影交错间更显诗意，随手一拍皆是质感大片。
服务细节堪称典范，花园酒廊的Kitty小姐姐笑容亲切且专业高效，从入座时的贴心指引到点单时的细致推荐，无不体现白金五星级酒店的待客之道。席间Kitty会主动询问需求，甚至为我们拍照调整灯光角度，细微之处尽显用心。
餐品方面，花园酒廊的欢乐时光堪称招牌。三层银质托盘上，咸甜搭配的精致点心既满足味蕾又充满艺术感——烟熏三文鱼挞的咸香、芒果慕斯的清甜、司康饼的松软温热，每一口都令人回味。特调饮品也别具巧思，推荐尝试以岭南水果为灵感的季节限定鸡尾酒，果香与酒香融合得恰到好处。若赶上晚上，现场还会有乐队演奏，无论家庭小聚、商务洽谈或独自放空都极为适宜。
总体而言，花园酒廊以高品质的环境与服务，将都市奢华与自然惬意完美结合，是值得反复打卡的城中秘境。离店时还会送酒店特色小羊，这份温暖的小惊喜，为我的出行体验画上了圆满句号。",花园双床房,双床房
